# PyPlc Ver3 Circuit Data (Extended Format)
# Format: row,col,device_type,address,state,preset_value,current_value,timer_active,last_input_state
# Created: 2025-08-09 23:43:45
row,col,device_type,address,state,preset_value,current_value,timer_active,last_input_state
1,1,CONTACT_A,X001,False,0,0,False,False
1,2,LINK_BRANCH,,False,0,0,False,False
1,3,CONTACT_B,X002,True,0,0,False,False
1,4,LINK_HORZ,,False,0,0,False,False
1,5,LINK_HORZ,,False,0,0,False,False
1,6,LINK_HORZ,,False,0,0,False,False
1,7,LINK_HORZ,,False,0,0,False,False
1,8,LINK_HORZ,,False,0,0,False,False
1,9,LINK_HORZ,,False,0,0,False,False
1,10,LINK_HORZ,,False,0,0,False,False
1,11,LINK_HORZ,,False,0,0,False,False
1,12,LINK_HORZ,,False,0,0,False,False
1,13,LINK_HORZ,,False,0,0,False,False
1,14,LINK_HORZ,,False,0,0,False,False
1,15,LINK_HORZ,,False,0,0,False,False
1,16,LINK_HORZ,,False,0,0,False,False
1,17,LINK_HORZ,,False,0,0,False,False
1,18,COIL_STD,M001,False,0,0,False,False
2,1,CONTACT_A,M001,False,0,0,False,False
2,2,LINK_BRANCH,,False,0,0,False,False
4,1,CONTACT_A,M001,False,0,0,False,False
